Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,NORM_Abundance R1 127C Sample,NORM_Abundance R2 127C Sample,NORM_Abundance R3 127C Sample,NORM_Abundance R1 127N Sample,NORM_Abundance R2 127N Sample,NORM_Abundance R3 127N Sample,NORM_Abundance R1 128C Sample,NORM_Abundance R2 128C Sample,NORM_Abundance R3 128C Sample,NORM_Abundance R1 128N Sample,NORM_Abundance R2 128N Sample,NORM_Abundance R3 128N Sample,NORM_Abundance R1 129C Sample,NORM_Abundance R2 129C Sample,NORM_Abundance R3 129C Sample,NORM_Abundance R1 129N Sample,NORM_Abundance R2 129N Sample,NORM_Abundance R3 129N Sample,NORM_Abundance R1 130C Sample,NORM_Abundance R2 130C Sample,NORM_Abundance R3 130C Sample,NORM_Abundance R1 130N Sample,NORM_Abundance R2 130N Sample,NORM_Abundance R3 130N Sample,NORM_Abundance R1 126 control,NORM_Abundance R2 126 control,NORM_Abundance R3 126 control,P VALUE of127C Sample,Minus_log10_pvalue127C Sample,P VALUE of127N Sample,Minus_log10_pvalue127N Sample,P VALUE of128C Sample,Minus_log10_pvalue128C Sample,P VALUE of128N Sample,Minus_log10_pvalue128N Sample,P VALUE of129C Sample,Minus_log10_pvalue129C Sample,P VALUE of129N Sample,Minus_log10_pvalue129N Sample,P VALUE of130C Sample,Minus_log10_pvalue130C Sample,P VALUE of130N Sample,Minus_log10_pvalue130N Sample,FOLDCHANGE_127C Sample,FOLDCHANGE_127N Sample,FOLDCHANGE_128C Sample,FOLDCHANGE_128N Sample,FOLDCHANGE_129C Sample,FOLDCHANGE_129N Sample,FOLDCHANGE_130C Sample,FOLDCHANGE_130N Sample,LOG2 foldchange of127C Sample,LOG2 foldchange of127N Sample,LOG2 foldchange of128C Sample,LOG2 foldchange of128N Sample,LOG2 foldchange of129C Sample,LOG2 foldchange of129N Sample,LOG2 foldchange of130C Sample,LOG2 foldchange of130N Sample,LOG2FC-Expression_127C Sample,LOG2FC-Expression_127N Sample,LOG2FC-Expression_128C Sample,LOG2FC-Expression_128N Sample,LOG2FC-Expression_129C Sample,LOG2FC-Expression_129N Sample,LOG2FC-Expression_130C Sample,LOG2FC-Expression_130N Sample,adjusted P Value of127C Sample,adjusted P Value of127N Sample,adjusted P Value of128C Sample,adjusted P Value of128N Sample,adjusted P Value of129C Sample,adjusted P Value of129N Sample,adjusted P Value of130C Sample,adjusted P Value of130N Sample
NP_005434.4,507.1,790.3,1446.5,475.1,723.9,1415.6,476.4,669.9,1054.6,511.9,745.7,1666.9,646.2,1022.6,1656.0,450.2,656.2,1945.3,523.7,765.6,1270.6,490.7,613.1,1429.6,439.6,648.6,991.9,676.9074074074074,1279.6407407407405,858.7777777777779,449.0148148148149,1213.7666666666662,597.6148148148148,614.4555555555554,1400.1444444444448,915.025925925926,469.6333333333333,1395.0851851851853,584.9999999999999,614.4555555555554,1281.844444444445,820.0185185185187,422.074074074074,1669.748148148148,503.5629629629631,655.0851851851853,1172.737037037037,871.1148148148146,544.4518518518519,1469.5925925925926,582.9037037037037,449.0148148148149,628.2407407407408,1226.8629629629631,0.5968605985490877,0.22412708989289976,0.9670737753418324,0.014540393547093565,0.5597525718088086,0.25200390235847536,0.9033484362438715,0.04414470289779157,0.6783004415079752,0.16857790025118757,0.84763978086586,0.0717886694634672,0.6657986810423224,0.1766570695227107,0.8120738529540874,0.09040447264068656,1.2218668021192323,0.9810243171647547,1.2714736253279153,1.063191193868628,1.1788970474769818,1.1264113214340825,1.171353389743326,1.127089655881899,0.289087022967014,-0.027639197160284238,0.34650153595387984,0.08840106031487985,0.2374377339413359,0.1717337395270558,0.22817639327354935,0.17260228121693094,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_002613.2,4557.9,1044.5,2997.3,4509.0,1071.2,3129.9,2530.2,661.8,1797.2,4346.4,1029.6,3243.1,3520.1,898.5,2614.8,4045.1,1176.3,3299.9,3320.2,813.5,2522.0,3404.3,831.6,2482.5,2670.7,668.7,1979.1,4085.4407407407407,2193.918518518518,843.9703703703702,4569.633333333333,2693.3444444444444,900.9444444444443,3802.71851851852,2216.162962962963,772.3,4251.137037037039,2761.318518518517,833.1999999999999,4190.988888888889,2519.744444444445,863.9851851851853,4085.4407407407407,2761.318518518517,940.8518518518518,4492.555555555555,2269.6185185185186,906.6592592592592,4251.137037037039,2534.637037037037,803.3740740740739,4518.970370370372,852.740740740741,2524.5222222222224,0.8646494942692777,0.06315990820462192,0.95536648962679,0.019829996070673307,0.8023890048583098,0.09561503108694099,0.991281094480446,0.0038031765222852737,0.9438967406437693,0.02507551356366431,0.9806018646735486,0.008507285251922188,0.9618236200251262,0.01690456192574087,0.9472604523017825,0.023530593915790085,0.9021174183846677,1.033900833167994,0.8600532931078719,0.9935946956425072,0.9592825083502071,0.9862437927506923,0.9712014589234526,0.9611099150415363,-0.14861286994725642,0.04809781586782626,-0.21750203586299405,-0.009270623211694114,-0.05997234390375529,-0.019983779807882008,-0.0421575060984943,-0.05722666407820561,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_004025.1,2580.0,1872.7,0.0,2750.8,1953.3,0.0,1724.0,1121.4,0.0,2734.8,1890.0,0.0,2800.2,1769.4,0.0,2421.8,2545.4,0.0,2544.8,1445.9,0.0,2672.7,1790.7,0.0,1967.4,1269.2,0.0,2683.7777777777774,0.0,1547.848148148148,2792.959259259259,0.0,1663.485185185185,2935.422222222223,0.0,1615.5666666666666,2670.077777777778,0.0,1580.674074074074,3261.703703703704,0.0,1583.9444444444443,2410.274074074074,0.0,2080.425925925926,3113.103703703703,0.0,1766.7851851851854,3328.751851851852,0.0,1830.362962962963,2502.474074074073,1553.6962962962962,0.0,0.9588989493395271,0.018227157226143407,0.9086150246765607,0.04162008605521042,0.8901171314539625,0.05055284032477499,0.9543413198321937,0.02029627224692352,0.8366076899914354,0.07747814775742407,0.8968990020900126,0.04725645919063409,0.8249303051189393,0.08358274160866606,0.7770338781172238,0.10956004585980249,1.0432564560988928,1.0986827567692934,1.1219915519656383,1.0479717230082017,1.194636246925124,1.1071280518204552,1.2030778895619478,1.2719176818856688,0.061093848617638113,0.13577487008391562,0.1660618132166137,0.06759978975111508,0.2565714009302059,0.14682209568976437,0.26673004837195097,0.34700530287203957,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_016865174.1,796.3,832.2,788.0,801.4,799.2,812.5,639.5,625.6,638.5,819.4,831.4,801.8,1028.3,1028.2,1007.0,789.3,749.8,860.9,826.6,858.4,813.2,951.2,919.3,936.8,1076.4,1059.5,1032.9,905.5444444444444,814.1370370370371,800.0629629629627,775.3370370370371,756.8259259259257,658.9370370370372,981.4888888888888,879.8296296296295,917.4592592592594,754.2481481481483,744.9037037037037,661.0592592592594,974.0185185185184,852.740740740741,911.666666666667,724.6370370370371,805.8814814814813,582.9037037037037,1641.47037037037,1220.4185185185186,1438.466666666667,1096.7444444444443,1011.522222222222,924.2925925925924,736.5481481481481,653.0962962962961,720.1555555555556,0.03368331458661367,1.4725851785783595,0.5765964555311087,0.239128031646063,0.005014622274773921,2.299761774539773,0.6900324907430793,0.1611304596711162,0.010522146083369434,1.9778956730044712,0.9874699036737469,0.00547613202312305,0.022709074798147197,1.6438005592300393,0.012012837556013949,1.9203543956476863,1.1943048840859063,1.0385344582424876,1.317081134599383,1.0238937866675095,1.2979552213128858,1.0017168557314544,2.0382764032399074,1.4373681198498718,0.25617117714759835,0.054549085138573206,0.39734422097694594,0.034066065537522616,0.37624061207034143,0.002474775440855991,1.027349703390235,0.5234295932279833,nan,nan,nan,nan,nan,nan,Upregulated,Upregulated,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_002619.1,616.0,1114.7,2590.1,733.6,1247.6,3027.7,498.6,851.3,1627.4,722.6,1275.6,2700.2,726.9,1216.1,2946.7,813.3,1434.1,2961.5,610.9,1022.2,2481.7,622.7,1062.5,2345.2,550.4,876.3,1514.8,720.9814814814816,2014.2148148148144,1128.0148148148148,693.0555555555555,2612.0777777777776,1058.9925925925927,694.085185185185,2544.007407407408,1094.5703703703705,653.9925925925926,2284.3703703703704,1039.870370370371,719.0666666666666,2479.903703703704,1094.5703703703705,746.3296296296297,2489.159259259259,1138.325925925926,801.1592592592592,1754.1185185185184,1176.9629629629626,691.7185185185185,2390.9185185185183,1065.674074074074,560.411111111111,913.8259259259258,2169.7666666666664,0.9121569044777718,0.039930450171840604,0.7697377079435903,0.11365723768282779,0.7734900233929352,0.11154528353324814,0.8800967989483276,0.05546955860307152,0.7801150288899659,0.10784135534936015,0.7522507197585134,0.12363738805182183,0.9613539319358009,0.017116693092992977,0.8245211292845911,0.08379821059056425,1.0601556489046948,1.1976184111696435,1.1889842369148302,1.091720441801397,1.1782481824529594,1.2002772693039099,1.0242143104704733,1.1383937691651735,0.08427609254125522,0.2601683054493248,0.24972958852717633,0.12660347085362006,0.23664345587639338,0.26336771320343516,0.034517621884029896,0.18699967061450207,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001353524.1,1195.3,2541.6,367.2,1048.1,2547.7,380.6,612.1,1241.4,194.2,1110.8,2507.1,382.6,883.3,1858.0,262.5,958.6,2348.3,358.8,744.6,1467.8,205.9,785.2,1626.9,247.1,529.0,1156.2,188.4,872.6111111111112,257.9333333333333,1685.1999999999998,1002.2481481481482,375.6370370370371,2147.466666666667,836.8518518518518,250.10370370370367,1693.1703703703706,1028.5148148148148,376.3444444444444,2017.814814814815,860.662962962963,238.9481481481482,1620.722222222222,913.8259259259258,359.5703703703704,1903.144444444444,772.3,264.19259259259263,1592.9740740740735,879.8296296296295,295.3814814814815,1660.2851851851854,1096.7444444444443,2076.7592592592587,349.7444444444445,0.7352384558311451,0.1335717857371682,0.9992701296042008,0.00031709441839623635,0.7240321813909931,0.14024213008749348,0.963645728823205,0.01608259918390415,0.6983095095136289,0.1559520437370531,0.8722062010334112,0.05938082999345774,0.6635560731590617,0.17812237161702532,0.738226229049388,0.1318105284589069,0.7991899310085288,1.0005970921193303,0.7890803625021946,0.9714541610908288,0.7721094907161637,0.9015943831292044,0.7463188955477742,0.8047960793754082,-0.3233896881528913,0.0008611647677411358,-0.34175585842631095,-0.04178217229048846,-0.3731226482843615,-0.14944956723978825,-0.4221358816728092,-0.31330481792413256,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001311230.1,1500.7,889.2,177.2,1592.3,800.9,159.6,957.8,638.1,94.0,1449.6,899.6,176.8,1372.6,897.9,140.8,1235.2,839.7,144.5,1197.9,756.9,135.3,1189.1,777.1,113.4,1098.3,676.4,92.4,1444.325925925926,142.91111111111115,813.0740740740742,1533.474074074074,175.40740740740742,661.0592592592594,1395.0851851851853,144.90740740740742,769.4851851851853,1352.7481481481475,193.0703703703704,722.3888888888888,1444.325925925926,172.63703703703706,806.8259259259258,1201.9851851851852,159.26666666666665,656.1555555555557,1667.2629629629632,144.4740740740741,917.4592592592594,1390.8888888888887,152.34444444444446,762.9370370370369,1386.425925925926,704.5814814814815,186.63333333333333,0.9401748426003592,0.026791373936979276,0.9563575898871534,0.019379691115827914,0.9841145241206551,0.006954358581355739,0.9951153410558928,0.002126578469362389,0.9278655413909731,0.0325149535901619,0.8597099461715504,0.06564804878526041,0.802173211006482,0.0957318456033441,0.9856953151563591,0.006257307569081219,1.0538585248218186,1.0405243892722,1.0139780767298197,0.9958582874091607,1.06416646204731,0.8857443455947756,1.1982558300255461,1.012525956846184,0.07568120545954281,0.05731078138240468,0.020026460097576457,-0.00598763632696308,0.08972384180352924,-0.17503774437545816,0.26093595930048696,0.017958893017767586,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_006288.2,16.0,0.0,3661.3,16.4,0.0,3407.0,15.0,0.0,2541.2,25.7,0.0,3676.2,22.4,0.0,3873.2,29.8,0.0,3859.5,21.9,0.0,2865.2,16.5,0.0,2972.3,11.3,0.0,2468.7,29.92592592592592,3158.7777777777783,0.0,23.99259259259259,2865.52962962963,0.0,30.496296296296297,3236.5444444444443,0.0,36.35925925925925,3133.814814814815,0.0,36.75555555555556,2811.529629629629,0.0,38.5962962962963,3229.8888888888887,0.0,23.696296296296296,2873.7888888888883,0.0,29.244444444444444,3013.181481481481,0.0,23.99259259259259,0.0,3064.059259259259,0.9827748027691627,0.00754598686696072,0.9643911044286493,0.0157468042209304,0.9697651506246459,0.01333342669951457,0.9858801132435543,0.0061758937021663615,0.9565879318953815,0.019275102393913602,0.9694676200720531,0.013466691648575984,0.9658641961737395,0.015083932589151224,0.9920027682892041,0.0034871158992002375,1.0325939643116724,0.9357103963424145,1.0579617498266918,1.026593537337456,0.9223566577993557,1.0584295024790893,0.9382890327594767,0.9852250130131188,0.04627307043729533,-0.09586601209823485,0.08128746834711986,0.037865083564343885,-0.11660337357922844,0.08192518071928084,-0.09189569251188942,-0.02147483926739813,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_006006.3,540.2,147.5,146.4,542.3,141.5,146.4,450.1,113.1,106.3,562.6,163.7,141.2,596.4,149.1,145.2,604.0,172.4,161.4,425.7,108.7,92.3,464.0,117.3,93.4,417.7,82.0,81.1,632.6407407407407,152.34444444444446,104.28518518518516,508.4074074074073,161.4851851851852,92.7259259259259,568.1185185185185,149.38888888888889,93.4222222222222,518.1851851851851,160.8925925925926,111.2777777777778,495.1444444444445,123.6148148148148,81.22592592592592,562.0888888888888,179.78518518518518,108.41851851851852,621.4888888888888,127.97777777777776,75.80740740740741,520.8851851851852,132.8592592592593,90.36296296296298,484.8037037037037,91.74444444444444,158.1,0.8175439712580962,0.08748887969373578,0.9605100266012037,0.017498097252212602,0.9017265883178407,0.04492512452538949,0.9213305218196959,0.03558454129976094,0.9516506938218847,0.021522431430157713,0.8461432107291583,0.07255612589030946,0.8943934166441506,0.04847140615447695,0.9870954111231085,0.005640867065299074,1.210471125003151,1.0380731516725064,1.1038340349373599,1.0758286909833379,0.9528169191600919,1.1574147362052885,1.1233596329812707,1.0128759043129743,0.2755686652008596,0.053908112131818106,0.14252327449652022,0.10544836939556994,-0.06972906353709603,0.2109059177320859,0.16781986688257144,0.018457428631480262,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_788955.1,1935.7,5052.4,4940.9,1905.2,5062.9,5011.1,1348.9,3068.6,2436.0,1945.8,5254.2,4692.4,1797.4,4390.8,4082.9,1387.7,5189.6,4040.4,1801.5,3930.1,3692.3,1560.4,4282.7,3468.8,1674.1,3393.3,2561.6,2083.3481481481485,3013.181481481481,4209.662962962962,1889.751851851852,4224.114814814815,4147.033333333333,1885.388888888889,3476.103703703703,3895.970370370371,1828.0814814814812,3912.9925925925927,4110.318518518519,2228.162962962964,3585.703703703704,4232.681481481482,1350.8037037037034,3365.440740740741,4005.974074074075,2666.3222222222216,2959.433333333334,4686.233333333334,1840.396296296296,3454.744444444445,4356.5888888888885,1825.1592592592583,3951.337037037037,4065.4074074074074,0.8608196128944787,0.06508784660936452,0.9012548654293611,0.045152377725030515,0.8480728117830066,0.07156685953799562,0.9976999193143092,0.0010000629038122927,0.9456498631700686,0.024269635946037035,0.7476455688919338,0.12630423629910112,0.8788141825254059,0.05610294294085133,0.9541252972496568,0.020394589309557197,0.9455683445765161,1.042572688060199,0.9406171043391938,1.0009641314500284,1.020793176869576,0.8862328652165308,1.0477636440405613,0.9806771047757248,-0.08074635662965472,0.06014797172581251,-0.0883205282443364,0.0013902775642015035,0.029690591063652336,-0.1742422659130501,0.06731330845158222,-0.028149898321446685,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001317598.1,1585.2,1851.7,593.8,1379.3,1772.9,596.4,926.9,1051.7,510.1,1537.5,1884.0,541.5,1590.3,1844.7,792.7,1659.5,2460.1,510.0,1583.0,1793.3,790.5,1665.2,1938.5,633.2,1015.0,1190.2,694.5,1393.1296296296296,664.4185185185185,1456.951851851852,1328.6111111111109,575.9629629629629,1541.5111111111112,1615.5666666666666,717.725925925926,1675.7148148148146,1430.0703703703705,511.1518518518519,1575.733333333333,1941.0666666666664,832.1333333333333,1941.0666666666664,1613.4407407407411,477.2481481481482,2014.2148148148144,1538.8148148148146,866.5555555555555,1641.47037037037,1961.1148148148145,700.7851851851851,1961.1148148148145,1447.422222222222,1526.014814814814,549.6407407407409,0.9946973279327376,0.002309048707138434,0.9551568350534577,0.019925312179608787,0.7317305770666422,0.13564879658085427,0.9966539618064019,0.0014556025349060698,0.45964680785905704,0.337575751611694,0.7473679241318254,0.12646554532967955,0.6837079028881003,0.16512940011918542,0.5256064431266703,0.2793393196331917,0.9975652601733965,0.9781462126444576,1.137927590669354,0.9982622517558828,1.3381103012832847,1.1651470568137499,1.1486663071325471,1.312209126910288,-0.0035168701450390217,-0.03187796049647498,0.1864087580787261,-0.0025092216038078334,0.4201970431509574,0.2205120533746588,0.1999597492762617,0.3919976607438201,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_775882.2,586.5,1266.5,1921.3,527.8,1257.9,1827.7,403.0,724.8,1272.7,543.3,1291.1,1930.0,565.0,1149.0,1911.2,482.0,1205.1,2037.0,488.7,896.6,1367.5,492.7,1021.9,1590.1,418.2,734.2,1348.1,561.4148148148148,1553.6962962962962,953.0999999999998,496.9481481481481,1569.0666666666666,1072.0777777777776,541.0962962962963,1620.722222222222,1024.3333333333333,498.2888888888888,1633.814814814815,1052.2592592592591,571.0222222222224,1364.3,972.6740740740744,461.1703703703705,1746.7185185185183,966.0888888888888,623.2481481481481,1573.296296296296,1000.774074074074,548.4999999999999,1626.2074074074071,1032.9296296296293,528.0148148148148,1015.7814814814813,1565.5259259259258,0.9753027718283136,0.010860541509597149,0.9833148728266685,0.007307392000585425,0.9556553034262822,0.01969872573055694,0.9578114282215225,0.01871998543505283,0.8679909704944253,0.06148479266318825,0.9663808272913041,0.014851694911051686,0.9460986260546161,0.024063588208499055,0.94322407121656,0.025385124512702407,0.9867781116999417,1.0092529394878245,1.0247094460267034,1.024134115211485,0.9352508644851745,1.0207940994643347,1.0283007967676654,1.0316193716148687,-0.019202380153432144,0.013287788729080777,0.03521489490180909,0.03440465545600049,-0.09657470057702106,0.029691894973505925,0.04026234092139682,0.044910769234634565,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_037470.1,1009.2,551.1,132.7,972.9,487.7,133.1,756.8,394.1,110.9,926.5,504.7,117.3,1051.9,515.1,152.6,1019.3,549.9,140.8,1059.4,523.4,126.8,1086.4,521.6,113.6,1112.1,521.4,145.0,1116.3629629629631,158.6740740740741,491.4185185185185,936.5148148148148,149.9037037037037,387.0703703703704,1011.522222222222,156.1851851851852,427.08148148148143,857.3592592592591,136.2111111111111,383.6296296296296,1269.1925925925923,160.2,549.6407407407409,974.0185185185184,156.1851851851852,410.7592592592592,1690.9,200.75555555555556,676.9074074074074,1256.822222222222,153.3481481481481,500.47037037037046,926.9407407407408,421.1962962962963,145.44074074074072,0.8145485686468315,0.08908301514129549,0.9846221112519806,0.006730415681992231,0.9259229147907297,0.03342516782619815,0.9069786604786609,0.04240293096128102,0.7069014927067809,0.15064110127315627,0.9644261417727673,0.015731026131800756,0.5216342155343168,0.28263392967951945,0.7464535764425037,0.12699719680939303,1.1827007483894005,0.9865498207138714,1.067764205264019,0.9220812069452916,1.3250286411450507,1.0317259575565505,1.7197383364826195,1.2792375256034478,0.24208508345889496,-0.019536186075440918,0.09459309135643645,-0.1170342816534088,0.4060235445749659,0.04505981942749909,0.7821890711038864,0.35528416507530197,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001684.2,849.0,1167.7,1208.0,743.1,1097.5,1238.6,562.0,1079.4,926.5,744.0,1126.5,1221.0,839.2,1493.5,1335.6,838.4,1351.4,1553.9,661.3,1248.4,1151.2,646.4,1099.9,1090.6,538.6,1095.8,980.4,811.5111111111112,1156.2777777777778,1482.6888888888889,701.774074074074,1094.5703703703705,928.6333333333334,808.5333333333334,1141.522222222222,1354.877777777778,676.9074074074074,1072.0777777777776,906.6592592592592,773.3407407407408,1163.6518518518517,1369.2333333333331,768.2148148148148,1359.074074074074,1089.503703703704,786.4222222222221,1163.6518518518517,1505.9222222222222,710.2851851851849,1150.4,1096.7444444444443,791.662962962963,943.6629629629628,1052.2592592592591,0.3768202353373803,0.4238657835346855,0.88706083169908,0.052046596667309555,0.4026619858287469,0.3950593689624342,0.7670309440023293,0.11518711514048724,0.4369398063774091,0.35957838810674614,0.5039058875568098,0.2976505673864482,0.40036393065342113,0.3975450556277641,0.7430081360693046,0.1290064306126988,1.2378017346754395,0.9775406298827608,1.1855900766360903,0.9526684452758793,1.186053772812789,1.1539710462261246,1.239781411762205,1.0609288804328185,0.30778024887585226,-0.03277142795360897,0.2456052774798871,-0.06995389080776038,0.2461694196745779,0.2066070264183908,0.31008577870444487,0.08532794816046271,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001186846.1,359.0,1543.4,2082.4,306.5,1327.6,2004.7,177.4,745.2,1472.1,326.0,1491.9,2092.4,303.6,1295.0,2165.8,413.9,1505.1,2535.5,317.2,1411.1,1987.9,344.8,1857.9,2319.7,283.2,1222.6,1738.6,257.9333333333333,1812.522222222222,978.6037037037038,302.8814814814814,1714.5555555555557,1134.2111111111112,296.2,1850.0962962962965,1180.3000000000002,301.0222222222222,1782.3592592592588,1256.822222222222,360.9814814814815,1994.0740740740744,1550.4666666666667,393.3962962962962,2153.4888888888886,1213.7666666666662,418.4703703703704,1997.4333333333336,1685.1999999999998,391.6888888888888,2363.233333333333,1905.8333333333337,333.9851851851852,1283.6629629629626,1717.251851851852,0.8829625565825072,0.05405771297327225,0.9209915947362248,0.035744333295369995,0.9965861090106112,0.001485170568618044,0.9977746498077584,0.0009675342597972067,0.7802310401603965,0.10777677601573823,0.8388688976535897,0.0763059074365808,0.7075075764063824,0.15026890509856014,0.5777400642775379,0.2382675145923283,0.9142880623884554,0.9450502708171605,0.9975100591610834,1.0015903636402002,1.1711062467307034,1.127665552745765,1.2297531271413549,1.397569808856504,-0.12927931176640237,-0.08153702107785069,-0.0035967049522413162,0.0022925871960954554,0.22787196796395423,0.17333925130082387,0.2983687236976214,0.48292034773804215,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001245286.1,5050.4,5255.3,2320.7,4686.7,5098.7,2421.2,2395.4,2497.2,1316.5,4992.6,5227.0,2456.3,3599.8,3987.4,1902.0,3808.5,3521.8,2643.5,3770.9,5061.0,1944.5,4467.3,4993.8,2481.1,3310.4,4053.0,1913.2,3860.411111111112,1613.4407407407411,3349.603703703703,4768.233333333334,2071.0962962962967,4180.799999999999,3912.9925925925927,1607.9296296296295,3554.344444444446,4939.881481481482,2083.3481481481485,4092.392592592592,4939.881481481482,1933.5111111111112,5366.0,3876.892592592592,2235.744444444445,2796.370370370371,5616.381481481481,2193.918518518518,5496.514814814816,5850.407407407408,2524.5222222222224,4953.385185185186,4911.799999999999,4110.318518518519,1930.688888888888,0.563131646067681,0.24939006611239956,0.9860965579122625,0.006080557152794578,0.6143477754535751,0.21158570996276238,0.9669031259816412,0.014617035698934133,0.7751682740733812,0.11060401030819358,0.5481411109673038,0.26110762431588996,0.6142908203300184,0.2116259745222177,0.5851649415952966,0.23272170122033947,0.8055884877139567,1.0061465722639014,0.828579041801561,1.014865121676905,1.1174662474494956,0.8133994396160227,1.2149227426217126,1.216885709667537,-0.3118850282713849,0.008840487723130017,-0.27128876584631195,0.021288002072584408,0.1602312561310789,-0.29796409801830187,0.2808645752464421,0.28319367599025796,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
