Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,NORM_Abundance R1 127C Sample,NORM_Abundance R2 127C Sample,NORM_Abundance R3 127C Sample,NORM_Abundance R1 127N Sample,NORM_Abundance R2 127N Sample,NORM_Abundance R3 127N Sample,NORM_Abundance R1 128C Sample,NORM_Abundance R2 128C Sample,NORM_Abundance R3 128C Sample,NORM_Abundance R1 128N Sample,NORM_Abundance R2 128N Sample,NORM_Abundance R3 128N Sample,NORM_Abundance R1 129C Sample,NORM_Abundance R2 129C Sample,NORM_Abundance R3 129C Sample,NORM_Abundance R1 129N Sample,NORM_Abundance R2 129N Sample,NORM_Abundance R3 129N Sample,NORM_Abundance R1 130C Sample,NORM_Abundance R2 130C Sample,NORM_Abundance R3 130C Sample,NORM_Abundance R1 130N Sample,NORM_Abundance R2 130N Sample,NORM_Abundance R3 130N Sample,NORM_Abundance R1 126 control,NORM_Abundance R2 126 control,NORM_Abundance R3 126 control,P VALUE of127C Sample,Minus_log10_pvalue127C Sample,P VALUE of127N Sample,Minus_log10_pvalue127N Sample,P VALUE of128C Sample,Minus_log10_pvalue128C Sample,P VALUE of128N Sample,Minus_log10_pvalue128N Sample,P VALUE of129C Sample,Minus_log10_pvalue129C Sample,P VALUE of129N Sample,Minus_log10_pvalue129N Sample,P VALUE of130C Sample,Minus_log10_pvalue130C Sample,P VALUE of130N Sample,Minus_log10_pvalue130N Sample,FOLDCHANGE_127C Sample,FOLDCHANGE_127N Sample,FOLDCHANGE_128C Sample,FOLDCHANGE_128N Sample,FOLDCHANGE_129C Sample,FOLDCHANGE_129N Sample,FOLDCHANGE_130C Sample,FOLDCHANGE_130N Sample,LOG2 foldchange of127C Sample,LOG2 foldchange of127N Sample,LOG2 foldchange of128C Sample,LOG2 foldchange of128N Sample,LOG2 foldchange of129C Sample,LOG2 foldchange of129N Sample,LOG2 foldchange of130C Sample,LOG2 foldchange of130N Sample,LOG2FC-Expression_127C Sample,LOG2FC-Expression_127N Sample,LOG2FC-Expression_128C Sample,LOG2FC-Expression_128N Sample,LOG2FC-Expression_129C Sample,LOG2FC-Expression_129N Sample,LOG2FC-Expression_130C Sample,LOG2FC-Expression_130N Sample,adjusted P Value of127C Sample,adjusted P Value of127N Sample,adjusted P Value of128C Sample,adjusted P Value of128N Sample,adjusted P Value of129C Sample,adjusted P Value of129N Sample,adjusted P Value of130C Sample,adjusted P Value of130N Sample
NP_005096.1,2506.0,6433.0,64.4,2320.4,6611.0,63.5,1416.5,3409.2,40.8,2380.4,6175.2,58.9,1817.9,4812.5,54.1,2161.6,7319.7,87.5,1639.1,3818.3,40.7,1488.8,3920.7,47.3,1005.6,2754.0,30.4,2169.7666666666664,69.59629629629629,4717.988888888888,2318.4666666666662,81.62222222222223,5246.492592592594,1896.407407407407,65.92222222222222,4251.137037037039,2275.9111111111106,75.80740740740741,4675.148148148148,1997.4333333333336,63.85925925925927,4140.477777777778,2098.47037037037,108.41851851851852,5701.940740740742,1523.455555555555,57.96666666666666,3833.0296296296297,1769.1074074074074,74.2851851851852,4014.522222222221,2403.5703703703707,4768.233333333334,76.78148148148149,0.9618608072631979,0.016887771009242655,0.9507564800280648,0.021930705904977726,0.8587470109066204,0.06613476160519655,0.9707882743550496,0.012875477924829619,0.8554768304083056,0.06779174832286237,0.9226475940991005,0.03496414638775463,0.7443133443417902,0.12824419473639267,0.806792567169561,0.09323811151543748,0.9598220444551627,1.0549067557500365,0.857197164401942,0.9694121662567099,0.8555835672657447,1.0910859743766088,0.7469667132998621,0.808145957474204,-0.05916114674165188,0.07711548332852695,-0.2223010172831007,-0.0448179062472129,-0.22501932118744955,0.12576478628100607,-0.42088414053041767,-0.30731221638110356,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_005044.1,2194.4,2377.0,1331.4,2109.3,2062.1,1284.1,1287.5,1091.6,732.9,2112.8,2323.1,1475.2,1745.0,1637.0,1043.2,2250.4,2010.0,1146.6,1572.5,1459.0,883.2,1935.7,1849.0,1038.9,1368.1,1062.4,692.2,2010.696296296296,911.666666666667,1503.4925925925927,2105.581481481481,1136.6407407407407,1731.655555555556,1812.522222222222,905.5444444444444,1501.5592592592589,1997.4333333333336,1267.3296296296296,1876.1222222222225,1930.688888888888,928.6333333333334,1602.948148148148,2191.237037037037,1019.374074074074,1615.5666666666666,2108.8555555555554,863.9851851851853,1444.325925925926,2299.54074074074,1098.551851851852,1896.407407407407,2094.5592592592598,1909.155555555556,1134.2111111111112,0.6127799332800634,0.21269546499495273,0.8997580597916038,0.04587425436402998,0.4837289591776848,0.31539791212654084,0.9980131416492328,0.0008637399669694393,0.6174409099630931,0.20940459872399553,0.8282724655827877,0.0818267757341775,0.6333635154882031,0.19834695750738263,0.9151887667932331,0.03848931913415063,0.8614089847466913,0.9680711340503444,0.8212702920907698,1.0005759637842047,0.8684964389723476,0.9393241256019145,0.8597178570398776,1.0304741789452434,-0.2152297234994938,-0.046815033987559554,-0.28407098264928965,0.0008307008913469599,-0.20340816130859343,-0.09030503103268785,-0.2180648223220249,0.043308355071868074,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_066972.1,9519.9,9864.1,6739.7,9122.4,9265.1,7120.8,6356.8,6001.5,3838.8,10360.3,10500.3,6602.4,9186.1,9144.1,6328.4,10411.2,10371.1,8457.4,8622.7,8326.1,4918.1,7265.3,7460.7,4510.1,5257.5,4844.3,3475.6,10629.074074074077,4741.196296296295,8172.422222222223,9831.225925925928,5778.377777777779,7515.414814814814,10367.64444444444,5295.281481481481,8172.422222222223,10629.074074074077,5420.877777777779,8029.751851851852,11234.433333333334,4953.385185185186,8603.903703703703,10880.533333333333,6739.077777777779,8172.422222222223,8641.188888888888,4055.4666666666662,6554.759259259258,8981.303703703705,4518.970370370372,7388.881481481481,9564.87037037037,7629.770370370369,5440.533333333334,0.8922941621497196,0.04949194838400982,0.9269276033617848,0.032954184613111545,0.8432194476744435,0.07405938562263616,0.8147838860748411,0.08895756859919211,0.7602359272508568,0.11905161034708554,0.5696842111399204,0.24436581689548553,0.5615655543219784,0.25059953910239774,0.7585918195147066,0.11999184494298062,1.04009328647302,1.0216408516604034,1.053022524595856,1.0638179156432543,1.0952742020490236,1.1394669751126445,0.8505088033259282,0.92286259814903,0.05671293018980805,0.030888119375605736,0.07453629654898986,0.08925123854720918,0.13129209394900335,0.18835911193831642,-0.23360192607814906,-0.11581222895031833,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001342338.1,16862.1,14064.7,24973.3,14355.0,12427.0,22906.0,8255.8,6950.4,12570.6,17079.5,12690.5,25320.3,11799.8,10829.4,19342.9,15787.1,13645.3,27938.2,11899.5,9169.7,17364.3,10358.3,8369.7,16828.1,8071.2,7484.2,12168.9,14291.640740740742,15933.725925925924,9384.155555555555,15116.114814814811,18126.84074074074,9932.2037037037,13755.992592592596,16883.55925925926,9564.87037037037,18126.84074074074,19549.337037037032,9613.32222222222,16147.933333333338,16683.95185185185,9613.32222222222,16683.95185185185,21558.581481481484,10367.64444444444,13337.84444444444,13895.762962962965,10251.448148148149,12969.140740740742,16532.951851851853,8439.825925925927,17607.374074074076,10367.64444444444,18790.91851851852,0.511168501359156,0.2914359156230802,0.7536123692912784,0.12285198193643501,0.5543740797069902,0.256197083777538,0.9678946817094717,0.014171896452771345,0.700478270667524,0.15460533229192305,0.8903293299811714,0.05044931949236885,0.3668513921334475,0.43550982851853215,0.45140424009222874,0.34543436586080617,0.8469737747551774,0.9232180940812964,0.8596945719355881,1.0111953912641227,0.9076094716928741,1.0394355562528377,0.8015461237496142,0.8113152632538893,-0.23961079547911798,-0.11525659535636447,-0.21810389765255175,0.016061793256266072,-0.13985643002317175,0.0558003156215022,-0.3191425544323607,-0.3016654648441069,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001355738.1,808.0,239.4,88.4,736.0,249.5,93.2,697.5,227.9,90.9,848.5,254.8,90.6,1009.1,277.4,129.3,725.2,308.8,122.0,781.6,231.6,111.9,902.7,276.8,118.9,778.7,220.4,124.9,992.9333333333334,137.61851851851853,253.24074074074076,696.2185185185185,108.82962962962962,178.56666666666663,954.1962962962964,138.1111111111111,206.55555555555557,790.414814814815,106.45925925925924,172.63703703703706,906.6592592592592,144.4740740740741,209.67777777777772,663.3222222222221,139.78888888888886,220.3444444444444,1171.2185185185183,179.78518518518518,267.5296296296296,1043.2740740740742,159.71851851851855,241.8555555555556,751.6037037037038,163.28148148148145,96.94814814814812,0.7343115585123683,0.13411963567801807,0.9747032129806141,0.011127602338503084,0.7894682472651138,0.10266533280560866,0.9521724255865389,0.021284399619549622,0.8088125846734184,0.09215209998418908,0.9890392134651753,0.004786489136965555,0.6261327919805868,0.20333355064183356,0.7031633060117386,0.1529438006368116,1.3676092168597525,0.9721114954519664,1.2836728344222994,1.0570032394443534,1.2460659968154613,1.0114863009937956,1.5996046779772688,1.4279507311627226,0.45165605080954474,-0.040806302958793464,0.36027755425151525,0.07997979821836536,0.31738048148943576,0.016476780971679327,0.6777154053684185,0.5139462026629247,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_000984.1,6845.4,8745.3,5339.0,5379.3,7451.8,4989.6,2626.8,4208.9,3210.5,6265.9,8248.0,5447.7,4103.6,6256.1,4686.0,4592.2,7057.8,5178.9,3883.5,5179.7,3921.7,3987.4,5696.9,4103.2,2480.0,3641.3,3107.9,4260.103703703704,4005.974074074075,5666.77037037037,5616.381481481481,4201.862962962963,6097.640740740741,4594.27037037037,3951.337037037037,5558.118518518519,6351.300000000001,4527.94074074074,6396.4740740740735,5157.12962962963,3827.3814814814814,5518.155555555555,4675.148148148148,4292.607407407407,5387.585185185186,4140.477777777778,3623.177777777778,5023.151851851852,5056.551851851852,4085.4407407407407,5745.437037037039,6837.311111111111,6678.307407407407,4356.5888888888885,0.2518619233905194,0.5988374843927929,0.5470928964065447,0.26193892417604525,0.26302890678843627,0.5799965200697907,0.8542418540356805,0.0684191538979107,0.3140190281027176,0.5030440348897398,0.2795287055658493,0.5535735866014999,0.1569317029786809,0.8042893123858209,0.35942785552665785,0.44438826826007244,0.7795818295155565,0.8905382990681168,0.7891429191942135,0.9666245708213209,0.8114647696319716,0.8032214719481687,0.7154576441468402,0.8329933337422724,-0.35922763021934034,-0.16725043674689863,-0.3416414890206076,-0.04897242750478462,-0.301399634470945,-0.3161302585430397,-0.48306173448756157,-0.26362314481328336,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001129667.1,748.3,843.1,0.0,725.8,786.8,0.0,448.9,504.3,0.0,677.6,774.9,0.0,844.4,926.4,0.0,796.3,847.8,0.0,462.2,521.5,0.0,528.6,606.0,0.0,363.8,427.8,0.0,629.3814814814815,0.0,650.925925925926,681.8703703703703,0.0,646.8111111111111,810.0629629629631,0.0,800.0629629629627,616.8444444444445,0.0,616.8444444444445,533.0962962962963,0.0,546.7296296296297,730.7592592592592,0.0,663.3222222222221,535.4518518518518,0.0,547.7962962962963,583.7481481481481,0.0,576.9074074074074,675.5,664.4185185185185,0.0,0.9518115316086877,0.021449037839759034,0.9910729237594211,0.0038943886821067694,0.8095584629102774,0.09175178285560615,0.9128020501148699,0.039623393181674134,0.778182329830825,0.10891863493563486,0.9580935322166387,0.018592091607522666,0.7812361851210643,0.10721764936465208,0.8497962658939704,0.07068518158400318,0.9555113909635193,0.9916136415149625,1.2016595812901836,0.9207193361674842,0.8058892469967771,1.04042257959301,0.8084432994820029,0.866213534266871,-0.06565502274310853,-0.012149976336250356,0.2650282521699199,-0.1191666497846267,-0.3113465114535374,0.05716961457556456,-0.30678150167656004,-0.20720538072806652,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_006730.2,1217.2,1563.8,5732.5,1003.3,1545.2,6159.8,543.4,978.8,4571.4,1348.8,1588.7,5453.4,1023.3,1608.3,7523.2,1118.0,2150.3,10651.6,716.3,1064.5,4070.5,768.7,1023.5,3678.3,415.6,729.1,2778.7,780.4481481481482,5633.9740740740735,1340.3777777777775,960.8703703703706,5140.611111111111,1344.5629629629632,975.3777777777776,6258.611111111111,1471.5000000000002,1254.4740740740742,4535.985185185186,1328.6111111111109,826.4703703703702,3986.333333333334,1128.0148148148148,1064.2148148148149,8641.188888888888,1738.537037037037,616.8444444444445,3250.25925925926,994.4259259259258,845.32962962963,3678.3333333333326,1038.4444444444443,1134.2111111111112,1309.074074074074,4645.896296296296,0.9136433811637428,0.03922328765257874,0.9493246122798839,0.02258525942070031,0.8060089861965621,0.09366011621745925,0.9952516693083515,0.0020670853130202605,0.814103596328575,0.08932032674334632,0.6271963217831219,0.20259649725279127,0.6283758238908759,0.20178053234110882,0.7462389337643567,0.12712209611813244,1.0938921538766162,1.0503390925870877,1.2279963366193352,1.0042161269205714,0.8380119106891618,1.614282378104561,0.6857674108539931,0.7845909181386975,0.12947051076589378,0.07085516428874027,0.29630625684082734,0.006069798851250385,-0.2549573457478524,0.6908929639057211,-0.5442087489638717,-0.3499874589779549,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_004689.1,1798.8,543.1,519.6,1537.8,546.9,481.3,978.5,335.4,312.9,1728.7,472.7,419.6,1472.8,563.1,529.0,1581.1,671.9,575.1,1163.0,342.3,336.0,1179.8,379.5,358.9,853.0,281.6,263.6,1490.3592592592595,412.3185185185185,403.6814814814815,1484.3888888888891,464.56666666666666,442.374074074074,1511.2296296296297,478.2296296296296,469.6333333333333,1613.4407407407411,410.0481481481481,350.5962962962963,1397.837037037037,382.9666666666667,333.2222222222222,1546.2740740740742,545.3555555555556,518.974074074074,1283.6629629629626,351.6962962962963,369.1111111111112,1374.759259259259,415.88888888888897,353.1518518518519,1667.2629629629632,409.1,487.4629629629631,0.8823633428701082,0.05435254263486707,0.9193766122850063,0.03650654831766179,0.9510903961665477,0.02177820368235731,0.9182314938752358,0.037047815706715746,0.7934133990835455,0.10050046947957753,0.9779462093732749,0.00968503234411901,0.7346005039040729,0.1339487780834514,0.8031683531391702,0.09519341216095784,0.8995771654919659,0.9327191855921344,0.9591495926949452,0.9259931265917691,0.8245590718731985,1.0182453017986717,0.7818277949765468,0.8361722136910547,-0.1526810541024545,-0.10048530162794388,-0.060172253774847737,-0.11092661011542668,-0.27830524204239343,0.026085157736962936,-0.3550772196973295,-0.2581279919934348,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_115687.2,1676.2,344.2,2204.2,1552.3,338.9,2045.5,988.5,262.8,1328.6,1770.6,354.2,2033.5,1354.9,322.9,1842.6,1762.5,436.5,2183.0,1089.3,246.7,1368.3,1169.0,285.7,1387.6,755.9,219.5,1096.7,1508.1074074074072,1633.814814814815,306.22592592592594,1505.9222222222222,1736.8148148148146,262.0333333333333,1366.7999999999995,1531.4592592592594,248.0148148148148,1663.485185185185,1733.629629629629,261.35925925925926,1300.5111111111112,1369.2333333333331,231.20370370370367,1702.3296296296294,1882.35925925926,321.2333333333333,1139.7925925925929,1306.4222222222224,264.87407407407403,1364.3,1424.9814814814818,250.10370370370367,1546.2740740740742,246.7629629629629,1828.0814814814812,0.9331618669623398,0.030043016670190117,0.9565300787192452,0.019301368745518483,0.8150523291711378,0.08881450716100545,0.986336241633172,0.005975009001365132,0.7156843945891646,0.14527845242096446,0.8976646165924612,0.04688589314283257,0.6349782724889478,0.1972411350223475,0.7705327153986277,0.1132089172110158,0.9522328889579853,0.9678695553450848,0.8688680190896613,1.0103160267648015,0.8011193594776324,1.078650754524385,0.74868825061215,0.8393498223385042,-0.07061363621242935,-0.04711547356308051,-0.2027910463466433,0.014806638453763635,-0.31991088783669575,0.10922782471847381,-0.4175629809048327,-0.25265587567972586,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_016858797.1,1033.8,397.5,372.3,978.4,355.8,337.7,644.7,230.2,191.3,935.2,432.1,331.0,904.6,309.2,267.1,893.3,457.6,372.0,653.2,267.0,250.8,685.7,318.6,248.0,568.0,163.4,169.9,915.025925925926,254.1296296296296,256.3296296296296,939.2148148148148,337.57407407407413,282.92222222222216,857.3592592592591,254.8444444444444,232.56296296296296,867.8296296296297,331.49999999999994,322.69629629629634,765.4555555555556,285.8296296296296,250.8407407407408,832.1333333333333,369.1111111111112,336.8111111111112,830.3814814814815,236.10370370370364,184.76296296296297,759.6148148148146,297.2555555555556,290.97037037037035,953.0999999999998,300.1851851851852,353.92962962962963,0.8515944921576752,0.06976715610321275,0.9599884188290795,0.017734006198934796,0.7799192921980571,0.10795033675380612,0.9231625404788925,0.03472182636487447,0.7237113169158839,0.14043463611279883,0.9347411183133176,0.029308652716499132,0.7075965159926162,0.15021431410163996,0.7579747639992792,0.12034525352138309,0.8869288486178067,0.970443463272097,0.8367062413008008,0.9469959534322085,0.8101754127222616,0.9569694986496078,0.7785195461207334,0.8386189128651358,-0.17310972188698334,-0.04328392896838069,-0.2572068981648301,-0.07856983389883225,-0.3036937922400921,-0.06345515225360873,-0.36119483369807454,-0.25391272810747,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XP_011524858.1,1101.5,301.0,2363.1,1170.5,316.1,2464.9,990.8,248.5,1866.7,1259.5,311.9,1969.3,1462.4,368.7,3547.6,1265.5,301.6,3167.4,1102.3,247.5,1986.5,1262.9,330.6,2476.3,1055.8,269.9,1888.7,1515.148148148148,2289.103703703704,285.8296296296296,1139.7925925925929,2105.581481481481,237.76296296296292,1490.3592592592595,2996.503703703703,287.8296296296296,1174.8592592592593,1669.748148148148,221.0407407407408,1314.2222222222224,1986.4148148148147,231.82962962962964,1230.751851851852,2677.4333333333334,214.58148148148143,1620.722222222222,2162.659259259259,347.6185185185184,1501.5592592592589,2510.4111111111115,305.3740740740741,1014.5629629629628,210.22222222222223,1986.4148148148147,0.7256152023770261,0.1392936269412202,0.908999053315051,0.04143656907755238,0.6120746959037886,0.21319557452223206,0.9455929048979356,0.024295795108373312,0.8896443862103229,0.050783557365737565,0.7489246771661118,0.12556185911772627,0.7013210028189822,0.15408315486735852,0.6766805101418125,0.16961633195418185,1.2736925390761962,1.0846839303179612,1.4868873295318241,0.954673688386942,1.1000456734761668,1.283871034711842,1.2864349775784756,1.3444645130930635,0.34901706261505955,0.1172747121693471,0.5722953297815873,-0.06692039691392536,0.13756342514050135,0.36050029052397503,0.36337853838086587,0.4270316760287012,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001007539.1,465.5,356.6,160.2,469.0,323.1,172.7,292.7,175.4,146.3,471.8,361.9,157.3,424.8,250.6,189.5,504.8,663.3,144.5,280.0,286.6,146.3,259.3,248.6,115.1,170.5,108.3,114.3,410.0481481481481,201.55555555555551,190.14074074074077,441.3888888888889,185.9555555555556,243.53703703703707,404.6703703703704,188.08148148148143,185.9555555555556,431.58518518518514,170.83333333333337,266.0925925925926,322.037037037037,182.37777777777777,275.79999999999995,481.1444444444445,159.26666666666665,507.5407407407406,255.6148148148148,168.55555555555551,110.84444444444443,293.92962962962963,156.7851851851852,213.9888888888889,415.88888888888897,259.22222222222223,170.83333333333337,0.8912962490130092,0.04997792118494195,0.9409713063891121,0.026423619576856027,0.8367942657956552,0.07738130450672169,0.9461240545886124,0.024051915721839755,0.8070352650457053,0.0931074874834687,0.49784543435773576,0.30290547134646856,0.29499749901998457,0.5301816659419193,0.5124438952846704,0.29035367622748004,0.9477507059827934,1.0294783389155229,0.920518377443576,1.0266762986799762,0.9223002999058688,1.357006195135833,0.6324467502900547,0.7857533766773932,-0.07742046882249466,0.04191347478034708,-0.11948157072439868,0.0379813852567971,-0.11669152791397797,0.4404273071026346,-0.660984079628222,-0.34785152804753905,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_055144.3,167.9,869.7,923.3,160.7,676.9,972.7,122.1,401.7,865.8,163.0,765.7,897.3,152.6,603.1,1172.0,186.1,769.1,895.7,110.2,403.3,897.9,137.1,541.9,821.1,89.8,293.6,863.0,176.08148148148146,1079.025925925926,501.811111111111,164.8037037037037,894.9296296296294,558.6481481481482,156.1851851851852,1002.2481481481482,513.7259259259259,161.4851851851852,824.8777777777776,604.737037037037,131.44074074074075,943.6629629629628,410.7592592592592,193.0703703703704,832.1333333333333,597.6148148148148,137.61851851851853,1039.870370370371,383.6296296296296,162.67777777777775,885.5925925925926,525.2777777777778,158.1,684.7629629629629,820.0185185185187,0.929692203827629,0.03166081091352638,0.9619297761386262,0.016856631651047598,0.992714333705438,0.003175707339548378,0.9361830456806411,0.02863922823102406,0.859571631191875,0.06571792614957128,0.9636054302763994,0.016100761255231785,0.9249321230017136,0.0338901371933294,0.9232610688930014,0.034675476928719494,1.0565506550432313,0.9732392233027007,1.0055793379631073,0.9568330742263541,0.8935471225761616,0.9759075054902467,0.9388032375751154,0.946277991349242,0.07936193719976031,-0.03913363021727408,0.008026911549253944,-0.06366083578858467,-0.16238428088158852,-0.03518367629385269,-0.09110527771150544,-0.0796640235581244,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_031397.1,1695.5,732.4,382.9,1664.1,766.7,357.4,1030.8,484.6,227.6,1664.6,723.5,359.7,1533.8,706.5,336.4,1371.4,627.6,230.4,1193.8,528.9,288.3,1199.9,488.7,255.5,1028.0,421.5,239.8,1571.0592592592593,306.22592592592594,621.4888888888888,1607.9296296296295,355.325925925926,632.6407407407407,1562.5925925925926,312.8222222222222,609.7518518518518,1550.4666666666667,356.7518518518518,569.0370370370372,1436.362962962963,328.5629629629629,556.0074074074074,1340.3777777777775,241.8555555555556,484.8037037037037,1571.0592592592593,323.3,545.3555555555556,1406.122222222222,306.22592592592594,471.22592592592594,1569.0666666666666,579.7851851851851,364.9444444444444,0.9929280132285354,0.003082236490401334,0.9613561548158807,0.017115688901503855,0.986465166824278,0.005918245559373135,0.9820289127357167,0.007875725597234274,0.904253123293802,0.04370998250892378,0.7801670466423686,0.10781239773561564,0.9653365278634563,0.015321260007561687,0.8381047137540296,0.07670171673429776,0.9940240892850565,1.0326597664739032,0.988610998563483,0.9850661166157133,0.9232782054587648,0.8222770636119195,0.9705300379387825,0.8686360455265387,-0.008647280251736252,0.04636500340586692,-0.016525137949704862,-0.021707534874257223,-0.1151626635285813,-0.2823035076112257,-0.04315522979520941,-0.20317627377481237,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001139019.1,193.5,1046.2,1291.6,157.0,1025.2,1239.5,155.5,693.6,725.5,179.0,1066.0,1192.4,199.4,927.1,1086.9,159.0,1067.9,1250.6,162.5,740.4,876.9,119.3,775.2,881.9,139.4,634.2,696.6,224.90740740740736,900.9444444444443,906.6592592592592,159.26666666666665,1096.7444444444443,865.1037037037038,196.06296296296296,938.0666666666666,802.3259259259262,178.0518518518519,1055.3148148148148,857.3592592592591,189.46666666666675,916.3037037037038,789.1888888888889,161.4851851851852,1107.148148148148,841.3481481481481,213.03703703703707,871.1148148148146,845.32962962963,142.4148148148148,945.5333333333332,758.4000000000002,181.0074074074074,854.4222222222221,1107.148148148148,0.9233219652625373,0.03464683271746251,0.9864107415712711,0.005942207114139457,0.8576157402957632,0.06670725673145755,0.9662032257045756,0.014931516939171007,0.828416846447849,0.08175107800052045,0.9793502674864071,0.00906195372255347,0.8497661081315879,0.07070059419843945,0.8018098245360852,0.09592862666410923,0.9486288582807832,0.9899826446509572,0.9037970876203122,0.9757993140834164,0.8844296244053547,0.984786411660582,0.9005420953645318,0.8617414813585574,-0.0760843375121975,-0.014524861306700894,-0.14592918678583972,-0.035343625733692194,-0.17718074514377888,-0.02211723960961128,-0.15113437916200947,-0.21467296281208917,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001293135.1,2322.7,335.8,518.1,2414.9,352.1,493.3,1586.3,247.4,392.5,2350.8,336.5,439.9,2165.3,317.3,561.7,2292.8,213.2,455.0,1817.2,278.7,449.4,1770.5,236.8,361.8,1626.8,228.8,420.2,2456.485185185185,518.974074074074,282.92222222222216,2417.2740740740737,474.2703703703704,280.7925925925926,2231.1703703703706,512.1333333333336,240.95185185185184,2262.6444444444446,428.9703703703704,244.1148148148148,2251.0444444444443,490.6851851851851,268.05555555555554,2254.3666666666663,433.2666666666667,139.78888888888886,2551.82962962963,530.0851851851852,285.1222222222222,2094.5592592592598,419.237037037037,205.0185185185185,2225.314814814814,238.51111111111112,486.5259259259259,0.917448072890575,0.03741850723421506,0.9401277527182126,0.026813126686802576,0.9903970397136974,0.004190666423641654,0.9959277943514528,0.0017721471701354768,0.9832215558954001,0.007348608657197062,0.9662494491210907,0.014910740673865733,0.8912007737884814,0.05002444509233719,0.933169231232905,0.030039589344703455,1.1044043711045137,1.0752402412769353,1.0114914103151544,0.9950439056233097,1.0201444899855012,0.9583339086989,1.1412323702759877,0.9215222289871269,0.14326850306970063,0.10465903765293262,0.0164840684395991,-0.007167909906929977,0.0287735053559834,-0.06139967849704707,0.19059257367117696,-0.11790912787814944,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NP_001257368.1,0.0,241.0,402.6,0.0,203.6,417.8,0.0,142.2,240.7,0.0,205.9,357.9,0.0,195.0,344.4,0.0,156.0,289.1,0.0,180.5,335.6,0.0,170.3,296.7,0.0,147.6,258.0,0.0,321.2333333333333,140.42592592592592,0.0,408.0259259259259,142.91111111111115,0.0,324.67407407407404,130.55185185185186,0.0,355.325925925926,138.1111111111111,0.0,382.31111111111096,158.1,0.0,293.425925925926,98.3,0.0,346.2259259259259,165.6,0.0,348.06666666666666,135.02592592592595,0.0,164.8037037037037,378.0555555555556,0.859896745985699,0.06555369450158102,0.9875456943129612,0.005442800178614652,0.8498384755064793,0.07066361059424506,0.9181606737172743,0.037081312695396315,0.9960720074321503,0.0017092646887029849,0.7368977022824881,0.13259279764682763,0.9477381314065474,0.023311645568812572,0.9002167960121346,0.045652888367836576,0.8504216357830964,1.0148800589471387,0.838570804792184,0.9089594192615235,0.9954902709930953,0.7215975766176352,0.9428335562044592,0.8899039379963432,-0.2337497935969946,0.02130923619191807,-0.2539954918849515,-0.137712208539519,-0.006520878447964556,-0.47073360137110637,-0.08492498870885519,-0.16827848426459416,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
